_id,item_id,skill_tree_id,point_value
2966,2689,111,1
2967,2689,50,1
2968,2690,53,3
2969,2690,103,1
2970,2690,104,2
2971,2690,111,3
2972,2690,50,2
2973,2691,53,2
2974,2691,103,1
2975,2691,104,2
2976,2691,111,3
2977,2691,50,1
2978,2692,53,3
2979,2692,103,1
2980,2692,104,2
2981,2692,111,1
2982,2692,17,2
2983,2693,53,1
2984,2693,103,5
2985,2693,104,2
2986,2693,111,2
2987,2693,17,2
2988,2694,53,1
2989,2694,103,2
2990,2694,104,2
2991,2694,111,1
2992,2694,50,1
2993,2695,53,3
2994,2695,103,1
2995,2695,104,2
2996,2695,111,3
2997,2695,50,2
2998,2696,53,2
2999,2696,103,1
3000,2696,104,2
3001,2696,111,3
3002,2696,50,1
3003,2697,53,3
3004,2697,103,1
3005,2697,104,2
3006,2697,111,1
3007,2697,17,2
3008,2698,18,1
3009,2698,41,3
3010,2698,83,1
3011,2698,113,-3
3012,2698,117,2
3013,2699,17,1
3014,2699,41,3
3015,2699,83,2
3016,2699,113,-1
3017,2699,117,3
3018,2700,17,1
3019,2700,41,1
3020,2700,83,3
3021,2700,113,-3
3022,2701,17,1
3023,2701,41,3
3024,2701,83,2
3025,2701,113,-2
3026,2701,117,2
3027,2702,18,1
3028,2702,41,5
3029,2702,83,2
3030,2702,113,-1
3031,2702,117,3
3032,2703,24,1
3033,2703,41,3
3034,2703,83,1
3035,2703,113,-3
3036,2703,117,2
3037,2704,17,1
3038,2704,41,3
3039,2704,83,2
3040,2704,113,-1
3041,2704,117,3
3042,2705,17,1
3043,2705,41,1
3044,2705,83,3
3045,2705,113,-3
3046,2706,17,1
3047,2706,41,3
3048,2706,83,2
3049,2706,113,-2
3050,2706,117,2
3051,2707,24,1
3052,2707,41,5
3053,2707,83,2
3054,2707,113,-1
3055,2707,117,3
3056,2708,18,1
3057,2708,41,3
3058,2708,83,1
3059,2708,113,-3
3060,2708,117,2
3061,2709,17,1
3062,2709,41,3
3063,2709,83,2
3064,2709,113,-1
3065,2709,117,3
3066,2710,17,1
3067,2710,41,1
3068,2710,83,3
3069,2710,113,-3
3070,2711,17,1
3071,2711,41,3
3072,2711,83,2
3073,2711,113,-2
3074,2711,117,2
3075,2712,18,1
3076,2712,41,5
3077,2712,83,2
3078,2712,113,-1
3079,2712,117,3
3080,2713,24,1
3081,2713,41,3
3082,2713,83,1
3083,2713,113,-3
3084,2713,117,2
3085,2714,17,1
3086,2714,41,3
3087,2714,83,2
3088,2714,113,-1
3089,2714,117,3
3090,2715,17,1
3091,2715,41,1
3092,2715,83,3
3093,2715,113,-3
3094,2716,17,1
3095,2716,41,3
3096,2716,83,2
3097,2716,113,-2
3098,2716,117,2
3099,2717,24,1
3100,2717,41,5
3101,2717,83,2
3102,2717,113,-1
3103,2717,117,3
3104,2718,39,3
3105,2718,51,1
3106,2718,85,-3
3107,2719,39,2
3108,2719,51,1
3109,2719,85,-3
3110,2720,39,2
3111,2720,51,1
3112,2720,85,-3
3113,2721,39,2
3114,2721,51,3
3115,2721,85,-3
3116,2722,39,1
3117,2722,51,4
3118,2722,85,-3
3119,2723,39,3
3120,2723,51,1
3121,2723,85,-3
3122,2724,39,2
3123,2724,51,1
3124,2724,85,-3
3125,2725,39,2
3126,2725,51,1
3127,2725,85,-3
3128,2726,39,2
3129,2726,51,3
3130,2726,85,-3
3131,2727,39,1
3132,2727,51,4
3133,2727,85,-3
3134,2728,38,1
3135,2728,113,4
3136,2728,33,-2
3137,2728,35,2
3138,2729,38,2
3139,2729,113,2
3140,2729,33,-2
3141,2729,35,1
3142,2730,38,4
3143,2730,113,2
3144,2730,33,-2
3145,2731,38,2
3146,2731,113,2
3147,2731,33,-2
3148,2731,35,3
3149,2732,38,3
3150,2732,113,2
3151,2732,33,-2
3152,2732,35,1
3153,2733,94,3
3154,2733,113,2
3155,2733,33,-2
3156,2733,35,2
3157,2734,94,2
3158,2734,113,2
3159,2734,33,-2
3160,2734,35,1
3161,2735,94,3
3162,2735,113,2
3163,2735,33,-2
3164,2736,94,2
3165,2736,113,2
3166,2736,33,-2
3167,2736,35,3
3168,2737,94,2
3169,2737,113,2
3170,2737,33,-2
3171,2737,35,1
3172,2738,38,1
3173,2738,113,4
3174,2738,33,-2
3175,2738,35,2
3176,2739,38,2
3177,2739,113,2
3178,2739,33,-2
3179,2739,35,1
3180,2740,38,4
3181,2740,113,2
3182,2740,33,-2
3183,2741,38,2
3184,2741,113,2
3185,2741,33,-2
3186,2741,35,3
3187,2742,38,3
3188,2742,113,2
3189,2742,33,-2
3190,2742,35,1
3191,2743,94,3
3192,2743,113,2
3193,2743,33,-2
3194,2743,35,2
3195,2744,94,2
3196,2744,113,2
3197,2744,33,-2
3198,2744,35,1
3199,2745,94,3
3200,2745,113,2
3201,2745,33,-2
3202,2746,94,2
3203,2746,113,2
3204,2746,33,-2
3205,2746,35,3
3206,2747,94,2
3207,2747,113,2
3208,2747,33,-2
3209,2747,35,1
3210,2748,35,1
3211,2748,94,3
3212,2748,125,-3
3213,2749,35,2
3214,2749,94,4
3215,2749,125,-1
3216,2750,35,3
3217,2750,94,4
3218,2750,125,-3
3219,2751,35,2
3220,2751,94,5
3221,2751,125,-2
3222,2752,1,1
3223,2753,35,1
3224,2753,94,3
3225,2753,125,-3
3226,2754,35,2
3227,2754,94,4
3228,2754,125,-1
3229,2755,35,3
3230,2755,94,4
3231,2755,125,-3
3232,2756,35,2
3233,2756,94,5
3234,2756,125,-2
3235,2757,1,1
3236,2758,35,1
3237,2758,94,3
3238,2758,125,-3
3239,2759,35,2
3240,2759,94,4
3241,2759,125,-1
3242,2760,35,3
3243,2760,94,4
3244,2760,125,-3
3245,2761,35,2
3246,2761,94,5
3247,2761,125,-2
3248,2762,1,1
3249,2763,35,1
3250,2763,94,3
3251,2763,125,-3
3252,2764,35,2
3253,2764,94,4
3254,2764,125,-1
3255,2765,35,3
3256,2765,94,4
3257,2765,125,-3
3258,2766,35,2
3259,2766,94,5
3260,2766,125,-2
3261,2767,1,1
3262,2768,32,3
3263,2768,45,2
3264,2768,118,-2
3265,2769,32,3
3266,2769,45,2
3267,2769,118,-2
3268,2770,32,3
3269,2770,45,2
3270,2770,118,-2
3271,2771,32,3
3272,2771,45,2
3273,2771,118,-2
3274,2772,32,3
3275,2772,45,2
3276,2772,118,-2
3277,2773,32,3
3278,2773,58,2
3279,2773,118,-2
3280,2774,32,3
3281,2774,58,2
3282,2774,118,-2
3283,2775,32,3
3284,2775,58,2
3285,2775,118,-2
3286,2776,32,3
3287,2776,58,2
3288,2776,118,-2
3289,2777,32,3
3290,2777,58,2
3291,2777,118,-2
3292,2778,46,2
3293,2778,47,2
3294,2778,114,-1
3295,2779,46,2
3296,2779,47,2
3297,2779,114,-1
3298,2780,46,2
3299,2780,47,2
3300,2780,114,-1
3301,2781,46,2
3302,2781,47,2
3303,2781,114,-1
3304,2782,46,2
3305,2782,47,2
3306,2782,114,-1
3307,2783,46,2
3308,2783,47,2
3309,2783,114,-1
3310,2784,46,2
3311,2784,47,2
3312,2784,114,-1
3313,2785,46,2
3314,2785,47,2
3315,2785,114,-1
3316,2786,46,2
3317,2786,47,2
3318,2786,114,-1
3319,2787,46,2
3320,2787,47,2
3321,2787,114,-1
3322,2788,37,3
3323,2788,49,2
3324,2788,114,-2
3325,2788,118,3
3326,2789,49,3
3327,2789,114,-2
3328,2789,118,2
3329,2790,37,2
3330,2790,114,-2
3331,2790,118,2
3332,2791,49,1
3333,2791,114,-2
3334,2791,118,2
3335,2792,37,2
3336,2792,49,4
3337,2792,114,-2
3338,2792,118,1
3339,2793,37,2
3340,2793,49,2
3341,2793,114,-2
3342,2793,118,2
3343,2794,49,3
3344,2794,114,-2
3345,2794,118,3
3346,2795,37,2
3347,2795,114,-2
3348,2795,118,2
3349,2796,49,1
3350,2796,114,-2
3351,2796,118,2
3352,2797,37,2
3353,2797,49,4
3354,2797,114,-2
3355,2797,118,1
3356,2798,32,2
3357,2798,33,-2
3358,2798,40,2
3359,2798,45,4
3360,2799,32,2
3361,2799,33,-3
3362,2799,40,3
3363,2799,45,1
3364,2800,32,4
3365,2800,33,-2
3366,2800,40,1
3367,2800,45,2
3368,2801,32,5
3369,2801,33,-2
3370,2801,40,1
3371,2801,45,1
3372,2802,1,1
3373,2803,22,3
3374,2803,32,2
3375,2803,33,-2
3376,2803,40,2
3377,2804,22,1
3378,2804,32,2
3379,2804,33,-3
3380,2804,40,3
3381,2805,22,2
3382,2805,32,4
3383,2805,33,-2
3384,2805,40,1
3385,2806,22,1
3386,2806,32,5
3387,2806,33,-2
3388,2806,40,1
3389,2807,1,1
3390,2808,37,2
3391,2808,92,3
3392,2808,114,-3
3393,2808,116,2
3394,2808,118,2
3395,2809,37,1
3396,2809,92,3
3397,2809,114,-3
3398,2809,116,1
3399,2809,118,1
3400,2810,37,3
3401,2810,92,1
3402,2810,114,-3
3403,2810,116,4
3404,2810,118,3
3405,2811,37,2
3406,2811,92,1
3407,2811,114,-3
3408,2811,116,3
3409,2811,118,1
3410,2812,37,2
3411,2812,92,2
3412,2812,114,-3
3413,2812,118,2
3414,2813,37,2
3415,2813,92,4
3416,2813,114,-3
3417,2813,116,1
3418,2813,118,2
3419,2814,37,1
3420,2814,92,2
3421,2814,114,-3
3422,2814,116,2
3423,2814,118,1
3424,2815,37,3
3425,2815,92,1
3426,2815,114,-3
3427,2815,116,4
3428,2815,118,3
3429,2816,37,2
3430,2816,92,1
3431,2816,114,-3
3432,2816,116,3
3433,2816,118,1
3434,2817,37,2
3435,2817,92,2
3436,2817,114,-3
3437,2817,118,2
3438,2818,50,1
3439,2818,82,2
3440,2818,102,4
3441,2818,114,-3
3442,2819,50,2
3443,2819,82,1
3444,2819,97,3
3445,2819,114,-2
3446,2820,82,3
3447,2820,102,2
3448,2820,114,-3
3449,2821,82,2
3450,2821,97,4
3451,2821,114,-2
3452,2822,50,3
3453,2822,82,2
3454,2822,97,3
3455,2822,114,-2
3456,2823,50,1
3457,2823,82,2
3458,2823,102,3
3459,2823,114,-3
3460,2824,50,2
3461,2824,82,1
3462,2824,97,3
3463,2824,114,-2
3464,2825,82,3
3465,2825,102,2
3466,2825,114,-3
3467,2826,82,2
3468,2826,97,4
3469,2826,114,-2
3470,2827,50,2
3471,2827,82,1
3472,2827,97,3
3473,2827,114,-2
3474,2828,36,2
3475,2828,41,3
3476,2828,112,-3
3477,2828,119,2
3478,2829,36,2
3479,2829,41,3
3480,2829,112,-3
3481,2829,119,1
3482,2830,36,3
3483,2830,41,3
3484,2830,112,-3
3485,2830,119,3
3486,2831,36,3
3487,2831,41,2
3488,2831,112,-2
3489,2831,119,2
3490,2832,36,5
3491,2832,41,2
3492,2832,112,-3
3493,2832,119,2
3494,2833,36,2
3495,2833,41,4
3496,2833,112,-3
3497,2833,119,1
3498,2834,36,2
3499,2834,41,3
3500,2834,112,-3
3501,2834,119,1
3502,2835,36,3
3503,2835,41,2
3504,2835,112,-3
3505,2835,119,4
3506,2836,36,3
3507,2836,41,2
3508,2836,112,-2
3509,2836,119,2
3510,2837,36,5
3511,2837,41,2
3512,2837,112,-3
3513,2837,119,2
3514,2838,81,2
3515,2838,94,2
3516,2838,111,2
3517,2838,121,-1
3518,2839,81,2
3519,2839,94,3
3520,2839,111,1
3521,2839,121,-1
3522,2840,81,3
3523,2840,94,2
3524,2840,111,2
3525,2840,121,-1
3526,2841,81,4
3527,2841,94,1
3528,2841,111,2
3529,2841,121,-2
3530,2842,81,3
3531,2842,94,2
3532,2842,111,3
3533,2842,121,-1
3534,2843,81,2
3535,2843,94,2
3536,2843,111,2
3537,2843,121,-1
3538,2844,81,2
3539,2844,94,3
3540,2844,111,1
3541,2844,121,-1
3542,2845,81,3
3543,2845,94,2
3544,2845,111,2
3545,2845,121,-1
3546,2846,81,4
3547,2846,94,1
3548,2846,111,2
3549,2846,121,-2
3550,2847,81,3
3551,2847,94,2
3552,2847,111,3
3553,2847,121,-1
3554,2848,40,1
3555,2848,79,1
3556,2848,93,2
3557,2848,111,-1
3558,2849,40,1
3559,2849,79,1
3560,2849,93,4
3561,2849,111,-3
3562,2850,40,3
3563,2850,79,4
3564,2850,93,1
3565,2850,111,-1
3566,2851,40,5
3567,2851,79,3
3568,2851,93,1
3569,2851,111,-2
3570,2852,40,5
3571,2852,79,1
3572,2852,93,2
3573,2852,111,-2
3574,2853,40,1
3575,2853,79,1
3576,2853,93,2
3577,2853,111,-1
3578,2854,40,1
3579,2854,79,2
3580,2854,93,4
3581,2854,111,-2
3582,2855,40,3
3583,2855,79,4
3584,2855,93,1
3585,2855,111,-1
3586,2856,40,5
3587,2856,79,2
3588,2856,93,1
3589,2856,111,-2
3590,2857,40,5
3591,2857,79,1
3592,2857,93,2
3593,2857,111,-2
3594,2858,31,3
3595,2858,79,2
3596,2858,93,-2
3597,2859,31,3
3598,2859,79,2
3599,2859,93,-2
3600,2860,31,5
3601,2860,79,2
3602,2860,93,-2
3603,2861,31,2
3604,2861,79,3
3605,2861,93,-2
3606,2862,31,3
3607,2862,79,3
3608,2862,93,-2
3609,2863,31,4
3610,2863,79,1
3611,2863,93,-2
3612,2864,31,3
3613,2864,79,2
3614,2864,93,-2
3615,2865,31,4
3616,2865,79,3
3617,2865,93,-2
3618,2866,31,2
3619,2866,79,3
3620,2866,93,-2
3621,2867,31,3
3622,2867,79,3
3623,2867,93,-2
3624,2868,31,3
3625,2868,45,-2
3626,2868,91,3
3627,2868,98,2
3628,2869,31,3
3629,2869,45,-2
3630,2869,91,2
3631,2869,98,2
3632,2870,19,2
3633,2870,31,2
3634,2870,45,-2
3635,2870,98,2
3636,2871,19,1
3637,2871,31,3
3638,2871,45,-2
3639,2871,98,1
3640,2872,31,4
3641,2872,45,-2
3642,2872,91,3
3643,2872,98,3
3644,2873,23,-2
3645,2873,31,3
3646,2873,91,3
3647,2873,98,2
3648,2874,23,-2
3649,2874,31,3
3650,2874,91,2
3651,2874,98,2
3652,2875,23,-2
3653,2875,31,2
3654,2875,57,2
3655,2875,98,2
3656,2876,23,-2
3657,2876,31,3
3658,2876,57,1
3659,2876,98,1
3660,2877,23,-2
3661,2877,31,4
3662,2877,91,3
3663,2877,98,3
3664,2878,25,2
3665,2878,42,3
3666,2878,56,1
3667,2878,81,2
3668,2878,125,-2
3669,2879,25,1
3670,2879,55,2
3671,2879,81,1
3672,2879,125,-1
3673,2880,18,1
3674,2880,25,5
3675,2880,42,3
3676,2880,81,3
3677,2880,125,-2
3678,2881,25,3
3679,2881,42,2
3680,2881,81,1
3681,2881,125,-2
3682,2882,19,2
3683,2882,25,4
3684,2882,42,2
3685,2882,81,3
3686,2882,125,-3
3687,2883,22,2
3688,2883,25,3
3689,2883,56,1
3690,2883,81,2
3691,2883,125,-2
3692,2884,25,1
3693,2884,39,2
3694,2884,81,1
3695,2884,125,-1
3696,2885,22,3
3697,2885,25,4
3698,2885,57,2
3699,2885,81,3
3700,2885,125,-2
3701,2886,22,2
3702,2886,25,3
3703,2886,81,1
3704,2886,125,-2
3705,2887,22,3
3706,2887,25,4
3707,2887,55,1
3708,2887,81,3
3709,2887,125,-3
3710,2888,38,3
3711,2888,42,3
3712,2888,100,-3
3713,2889,38,3
3714,2889,42,2
3715,2889,100,-3
3716,2890,19,2
3717,2890,38,2
3718,2890,42,1
3719,2890,100,-3
3720,2891,19,2
3721,2891,38,1
3722,2891,42,2
3723,2891,100,-3
3724,2892,36,4
3725,2892,38,1
3726,2892,42,2
3727,2892,100,-3
3728,2893,38,3
3729,2893,57,2
3730,2893,100,-3
3731,2894,22,3
3732,2894,38,3
3733,2894,100,-3
3734,2895,22,4
3735,2895,38,2
3736,2895,100,-3
3737,2896,22,3
3738,2896,38,1
3739,2896,67,4
3740,2896,100,-3
3741,2897,38,1
3742,2897,57,3
3743,2897,67,2
3744,2897,100,-3
3745,2898,19,1
3746,2898,32,4
3747,2898,43,3
3748,2898,49,-2
3749,2899,32,1
3750,2899,43,2
3751,2899,49,-1
3752,2900,19,2
3753,2900,32,2
3754,2900,43,4
3755,2900,49,-2
3756,2901,32,4
3757,2901,43,4
3758,2901,49,-3
3759,2902,32,4
3760,2902,43,2
3761,2902,49,-2
3762,2903,23,3
3763,2903,32,4
3764,2903,49,-2
3765,2903,57,1
3766,2904,23,2
3767,2904,32,1
3768,2904,49,-1
3769,2905,23,4
3770,2905,32,2
3771,2905,49,-2
3772,2905,57,2
3773,2906,23,4
3774,2906,32,4
3775,2906,49,-3
3776,2907,23,2
3777,2907,32,4
3778,2907,49,-2
3779,2908,37,2
3780,2908,79,3
3781,2908,86,-2
3782,2909,37,2
3783,2909,41,-2
3784,2909,49,3
3785,2910,37,3
3786,2910,41,-1
3787,2910,49,2
3788,2911,37,1
3789,2911,79,3
3790,2911,86,-2
3791,2912,37,2
3792,2912,79,2
3793,2912,86,-2
3794,2913,37,3
3795,2913,79,4
3796,2913,86,-2
3797,2914,37,2
3798,2914,41,-2
3799,2914,49,3
3800,2915,37,3
3801,2915,41,-1
3802,2915,49,2
3803,2916,37,1
3804,2916,79,3
3805,2916,86,-2
3806,2917,37,2
3807,2917,79,2
3808,2917,86,-2
3809,2918,52,2
3810,2918,102,3
3811,2918,114,-2
3812,2918,122,2
3813,2919,52,1
3814,2919,102,3
3815,2919,114,-2
3816,2919,122,2
3817,2920,52,3
3818,2920,102,3
3819,2920,114,-2
3820,2920,122,1
3821,2921,52,3
3822,2921,102,4
3823,2921,114,-2
3824,2921,122,2
3825,2922,52,1
3826,2922,102,2
3827,2922,114,-2
3828,2922,122,3
3829,2923,52,3
3830,2923,102,4
3831,2923,114,-2
3832,2923,122,3
3833,2924,52,1
3834,2924,102,3
3835,2924,114,-2
3836,2924,122,2
3837,2925,52,3
3838,2925,102,3
3839,2925,114,-2
3840,2925,122,1
3841,2926,52,2
3842,2926,102,3
3843,2926,114,-2
3844,2926,122,2
3845,2927,52,1
3846,2927,102,2
3847,2927,114,-2
3848,2927,122,2
3849,2928,37,3
3850,2928,41,2
3851,2928,42,1
3852,2929,18,-1
3853,2929,37,1
3854,2929,41,4
3855,2929,42,2
3856,2930,18,-1
3857,2930,37,2
3858,2930,41,2
3859,2930,42,2
3860,2931,37,2
3861,2931,41,1
3862,2931,42,3
3863,2932,37,3
3864,2932,41,1
3865,2932,42,2
3866,2933,37,3
3867,2933,41,2
3868,2933,59,1
3869,2934,37,1
3870,2934,41,4
3871,2934,49,-1
3872,2934,59,2
3873,2935,37,2
3874,2935,41,2
3875,2935,49,-1
3876,2935,59,2
3877,2936,37,2
3878,2936,41,1
3879,2936,59,3
3880,2937,37,3
3881,2937,41,1
3882,2937,59,2
3883,2938,31,6
3884,2938,46,2
3885,2938,113,-1
3886,2939,31,2
3887,2939,46,2
3888,2939,113,-1
3889,2940,31,3
3890,2940,46,2
3891,2940,113,-2
3892,2941,31,3
3893,2941,46,2
3894,2941,113,-2
3895,2942,31,6
3896,2942,46,2
3897,2942,113,-1
3898,2943,31,3
3899,2943,46,2
3900,2943,113,-2
3901,2944,31,2
3902,2944,46,2
3903,2944,113,-1
3904,2945,31,3
3905,2945,46,2
3906,2945,113,-2
3907,2946,31,6
3908,2946,46,2
3909,2946,113,-1
3910,2947,31,6
3911,2947,46,2
3912,2947,113,-1
3913,2948,31,2
3914,2948,106,-2
3915,2948,107,2
3916,2948,123,2
3917,2949,31,2
3918,2949,106,-2
3919,2949,107,2
3920,2949,123,1
3921,2950,31,2
3922,2950,106,-2
3923,2950,107,3
3924,2950,122,2
3925,2951,31,2
3926,2951,106,-2
3927,2951,107,2
3928,2951,122,2
3929,2952,31,2
3930,2952,106,-2
3931,2952,107,1
3932,2952,122,2
3933,2953,31,2
3934,2953,106,-2
3935,2953,107,2
3936,2953,123,2
3937,2954,31,2
3938,2954,106,-2
3939,2954,107,2
3940,2954,123,1
3941,2955,31,2
3942,2955,106,-2
3943,2955,107,3
3944,2955,122,2
3945,2956,31,2
3946,2956,106,-2
3947,2956,107,2
3948,2956,122,2
3949,2957,31,2
3950,2957,106,-2
3951,2957,107,1
3952,2957,122,2
3953,2958,37,3
3954,2958,102,3
3955,2958,111,-2
3956,2959,37,3
3957,2959,102,1
3958,2959,111,-2
3959,2960,37,5
3960,2960,102,2
3961,2960,111,-2
3962,2961,37,3
3963,2961,102,3
3964,2961,111,-2
3965,2962,37,1
3966,2962,102,1
3967,2962,111,-2
3968,2963,37,3
3969,2963,102,4
3970,2963,111,-2
3971,2964,37,3
3972,2964,102,1
3973,2964,111,-2
3974,2965,37,5
3975,2965,102,2
3976,2965,111,-2
3977,2966,37,3
3978,2966,102,2
3979,2966,111,-2
3980,2967,37,1
3981,2967,102,1
3982,2967,111,-2
3983,2968,39,1
3984,2968,82,2
3985,2968,99,3
3986,2968,100,-2
3987,2969,39,2
3988,2969,82,1
3989,2969,99,2
3990,2969,100,-2
3991,2970,39,2
3992,2970,82,4
3993,2970,99,2
3994,2970,100,-2
3995,2971,39,2
3996,2971,82,3
3997,2971,99,5
3998,2971,100,-2
3999,2972,39,3
4000,2972,82,2
4001,2972,99,3
4002,2972,100,-2
4003,2973,39,2
4004,2973,82,2
4005,2973,99,4
4006,2973,100,-2
4007,2974,39,1
4008,2974,82,1
4009,2974,99,2
4010,2974,100,-2
4011,2975,39,1
4012,2975,82,4
4013,2975,99,2
4014,2975,100,-2
4015,2976,39,3
4016,2976,82,3
4017,2976,99,4
4018,2976,100,-2
4019,2977,39,3
4020,2977,82,2
4021,2977,99,3
4022,2977,100,-2
4023,2978,1,1
4024,2979,1,1
4025,2980,35,3
4026,2980,118,3
4027,2980,121,-2
4028,2981,35,2
4029,2981,118,3
4030,2981,121,-2
4031,2982,35,2
4032,2982,118,3
4033,2982,121,-2
4034,2983,35,3
4035,2983,118,3
4036,2983,121,-2
4037,2984,33,-3
4038,2984,35,3
4039,2984,85,2
4040,2985,33,-2
4041,2985,35,3
4042,2985,85,2
4043,2986,33,-2
4044,2986,35,4
4045,2986,85,2
4046,2987,33,-3
4047,2987,35,2
4048,2987,85,2
4049,2988,33,2
4050,2988,39,2
4051,2988,48,2
4052,2988,107,-2
4053,2989,33,2
4054,2989,39,2
4055,2989,48,2
4056,2989,107,-2
4057,2990,33,2
4058,2990,39,2
4059,2990,48,2
4060,2990,107,-2
4061,2991,33,2
4062,2991,39,2
4063,2991,48,2
4064,2991,107,-2
4065,2992,33,2
4066,2992,39,2
4067,2992,48,2
4068,2992,107,-2
4069,2993,33,2
4070,2993,39,2
4071,2993,48,2
4072,2993,107,-2
4073,2994,33,2
4074,2994,39,2
4075,2994,48,2
4076,2994,107,-2
4077,2995,33,2
4078,2995,39,2
4079,2995,48,2
4080,2995,107,-2
4081,2996,33,2
4082,2996,39,2
4083,2996,48,2
4084,2996,107,-2
4085,2997,33,2
4086,2997,39,2
4087,2997,48,2
4088,2997,107,-2
4089,2998,33,2
4090,2998,39,2
4091,2998,48,2
4092,2998,107,-2
4093,2999,33,2
4094,2999,39,2
4095,2999,48,2
4096,2999,107,-2
4097,3000,33,2
4098,3000,39,2
4099,3000,48,2
4100,3000,107,-2
4101,3001,33,2
4102,3001,39,2
4103,3001,48,2
4104,3001,107,-2
4105,3002,33,2
4106,3002,39,2
4107,3002,48,2
4108,3002,107,-2
4109,3003,33,2
4110,3003,39,2
4111,3003,48,2
4112,3003,107,-2
4113,3004,33,2
4114,3004,39,2
4115,3004,48,2
4116,3004,107,-2
4117,3005,33,2
4118,3005,39,2
4119,3005,48,2
4120,3005,107,-2
4121,3006,33,2
4122,3006,39,2
4123,3006,48,2
4124,3006,107,-2
4125,3007,33,2
4126,3007,39,2
4127,3007,48,2
4128,3007,107,-2
4129,3008,19,2
4130,3008,45,-3
4131,3008,100,3
4132,3009,17,1
4133,3009,20,2
4134,3009,44,4
4135,3010,17,4
4136,3010,20,2
4137,3010,44,3
4138,3011,19,2
4139,3011,45,-3
4140,3011,100,2
4141,3012,17,5
4142,3012,19,2
4143,3012,44,3
4144,3013,22,-3
4145,3013,57,2
4146,3013,78,3
4147,3014,23,3
4148,3014,24,3
4149,3014,57,1
4150,3015,23,4
4151,3015,24,3
4152,3015,29,3
4153,3016,22,-3
4154,3016,57,2
4155,3016,78,2
4156,3017,17,3
4157,3017,23,3
4158,3017,24,4
4159,3023,6,3
4160,3023,19,3
4161,3023,26,4
4162,3023,85,-4
4163,3024,6,2
4164,3024,26,2
4165,3024,85,-2
4166,3024,128,3
4167,3025,6,4
4168,3025,19,2
4169,3025,26,4
4170,3025,85,-4
4171,3026,6,3
4172,3026,26,2
4173,3026,85,-3
4174,3026,128,3
4175,3027,6,3
4176,3027,26,3
4177,3027,85,-2
4178,3027,128,4
4179,3028,6,3
4180,3028,26,5
4181,3028,57,3
4182,3028,85,-3
4183,3029,6,2
4184,3029,26,2
4185,3029,85,-2
4186,3029,128,3
4187,3030,6,4
4188,3030,26,3
4189,3030,57,2
4190,3030,85,-5
4191,3031,6,3
4192,3031,26,2
4193,3031,85,-3
4194,3031,128,3
4195,3032,6,3
4196,3032,26,3
4197,3032,85,-2
4198,3032,128,4
4199,3033,18,3
4200,3033,45,-1
4201,3033,99,2
4202,3033,135,2
4203,3034,18,1
4204,3034,45,-1
4205,3034,99,3
4206,3034,135,4
4207,3035,18,4
4208,3035,45,-3
4209,3035,99,4
4210,3035,135,1
4211,3036,18,1
4212,3036,45,-4
4213,3036,99,3
4214,3036,135,1
4215,3037,18,1
4216,3037,45,-1
4217,3037,99,3
4218,3037,135,2
4219,3038,22,-1
4220,3038,23,3
4221,3038,99,2
4222,3038,135,2
4223,3039,22,-1
4224,3039,23,1
4225,3039,99,3
4226,3039,135,4
4227,3040,22,-2
4228,3040,23,4
4229,3040,99,4
4230,3040,135,1
4231,3041,22,-3
4232,3041,23,1
4233,3041,99,3
4234,3041,135,1
4235,3042,22,-1
4236,3042,23,1
4237,3042,99,3
4238,3042,135,2
4239,3043,37,-1
4240,3043,101,2
4241,3043,121,3
4242,3044,37,-2
4243,3044,101,1
4244,3044,121,2
4245,3045,37,-1
4246,3045,101,4
4247,3045,121,2
4248,3046,37,-2
4249,3046,101,2
4250,3046,121,2
4251,3047,37,-1
4252,3047,101,3
4253,3047,121,2
4254,3048,37,-1
4255,3048,101,3
4256,3048,121,3
4257,3049,37,-2
4258,3049,101,1
4259,3049,121,2
4260,3050,37,-1
4261,3050,101,4
4262,3050,121,2
4263,3051,37,-2
4264,3051,101,2
4265,3051,121,2
4266,3052,37,-1
4267,3052,101,3
4268,3052,121,2
4269,3053,93,3
4270,3053,94,2
4271,3053,111,-2
4272,3054,93,1
4273,3054,94,2
4274,3054,111,-2
4275,3055,93,1
4276,3055,94,3
4277,3055,111,-2
4278,3056,93,3
4279,3056,94,1
4280,3056,111,-2
4281,3057,93,2
4282,3057,94,2
4283,3057,111,-2
4284,3058,93,3
4285,3058,94,2
4286,3058,111,-2
4287,3059,93,1
4288,3059,94,2
4289,3059,111,-2
4290,3060,93,1
4291,3060,94,3
4292,3060,111,-2
4293,3061,93,3
4294,3061,94,1
4295,3061,111,-2
4296,3062,93,2
4297,3062,94,2
4298,3062,111,-2
4299,3063,46,3
4300,3063,79,2
4301,3063,101,2
4302,3063,125,-1
4303,3064,46,2
4304,3064,79,3
4305,3064,101,3
4306,3064,125,-1
4307,3065,46,1
4308,3065,79,5
4309,3065,101,2
4310,3065,125,-1
4311,3066,46,2
4312,3066,79,2
4313,3066,101,4
4314,3066,125,-1
4315,3067,46,2
4316,3067,79,1
4317,3067,101,4
4318,3067,125,-1
4319,3068,46,2
4320,3068,79,3
4321,3068,101,2
4322,3068,125,-1
4323,3069,46,2
4324,3069,79,2
4325,3069,101,3
4326,3069,125,-1
4327,3070,46,1
4328,3070,79,5
