_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final
5641,5640,Dual Blades,3225,2150,140,,Poison,100,,,,,0,12.15.10.2.0.0.0 12.15.10.9.0.0.0,,,,,,,,,,,,,0,3,0
5642,5641,Dual Blades,,2600,154,,Poison,130,,,,,0,12.6.17.4.0.0.0 12.6.17.11.0.0.0,,,,,,,,,,,,,0,4,0
5643,5642,Dual Blades,,7150,168,,Poison,180,,,,,0,4.3.27.5.0.0.0 4.3.27.12.0.0.0,,,,,,,,,,,,,0,5,0
5644,5643,Dual Blades,,20000,196,,Poison,200,,,,,0,11.7.17.11.0.0.0 11.7.17.16.3.0.0,,,,,,,,,,,,,0,6,0
5645,5644,Dual Blades,,40000,224,,Poison,280,,,,,0,10.4.16.14.2.0.0 10.4.16.14.10.0.0,,,,,,,,,,,,,0,7,0
5646,5645,Dual Blades,,70000,238,,Poison,350,,,,,0,10.4.16.14.10.0.0 10.4.16.14.10.8.0,,,,,,,,,,,,,0,8,0
5647,5646,Dual Blades,,120000,392,,Poison,420,,,,,0,18.4.5.5.24.6.0 18.4.5.5.24.8.5,,,,,,,,,,,,,0,9,1
5648,5642,Dual Blades,13350,8900,182,,Fire,120,,,,,0,14.7.11.7.0.0.0 14.7.11.11.3.0.0,,,,,,,,,,,,,0,5,0
5649,5648,Dual Blades,,20000,196,,Fire,140,,,,,0,14.12.12.6.2.0.0 14.12.12.6.8.2.0,,,,,,,,,,,,,0,6,0
5650,5649,Dual Blades,,30000,210,,Fire,170,,,,,0,19.16.8.8.3.0.0 19.16.8.8.6.5.0,,,,,,,,,,,,,0,7,0
5651,5650,Dual Blades,,65000,266,,Fire,200,,,,,0,14.14.12.6.8.0.0 14.14.12.6.11.5.0,,,,,,,,,,,,,0,8,0
5652,5651,Dual Blades,,90000,308,,Fire,240,,,,,0,15.10.6.11.8.4.0 15.10.6.11.8.12.0,,,,,,,,,,,,,0,9,0
5653,5652,Dual Blades,,130000,406,,Fire,300,,,,,0,3.8.25.10.9.7.0 3.8.25.10.9.11.3,,,,,,,,,,,,,0,10,1
5654,5641,Dual Blades,,3100,182,,,,,,,,0,10.4.7.10.0.0.0 10.4.7.18.0.0.0,-25,,,,,,,,,,,,2,4,0
5655,5654,Dual Blades,,8000,196,,,,,,,,0,10.4.7.18.0.0.0 10.4.7.25.0.0.0,-20,,,,,,,,,,,,2,5,0
5656,5655,Dual Blades,,20000,210,,,,,,Sleep,100,0,30.2.3.17.2.0.0 30.2.3.17.8.2.0,-15,,,,,,,,,,,,3,6,0
5657,5656,Dual Blades,,35000,238,,,,,,Sleep,120,0,5.6.15.26.2.0.0 5.6.15.26.8.2.0,-10,,,,,,,,,,,,3,7,0
5658,5657,Dual Blades,,60000,322,,,,,,Sleep,150,0,17.9.3.11.10.4.0 17.9.3.11.10.12.0,-10,,,,,,,,,,,,3,8,0
5659,5658,Dual Blades,,100000,378,,,,,,Sleep,200,0,16.6.10.11.13.6.0 16.6.10.11.13.10.3,-20,,,,,,,,,,,,3,9,1
5660,5639,Dual Blades,,1400,126,,Water,80,,,,,0,4.10.17.0.0.0.0 4.10.25.0.0.0.0,-5,,,,,,,,,,,,0,2,0
5661,5660,Dual Blades,,2600,154,,Water,120,,,,,0,6.6.20.7.0.0.0 6.6.20.14.0.0.0,-10,,,,,,,,,,,,1,3,0
5662,5661,Dual Blades,13350,8900,168,,Water,150,,,,,5,18.3.6.12.0.0.0 18.3.6.15.4.0.0,,,,,,,,,,,,,1,4,0
5663,5662,Dual Blades,,30000,182,,Water,210,,,,,10,16.2.6.2.13.0.0 16.2.6.2.20.0.0,,,,,,,,,,,,,2,5,0
5664,5663,Dual Blades,,50000,210,,Water,260,,,,,10,5.25.5.3.16.0.0 5.25.5.3.22.2.0,,,,,,,,,,,,,2,6,0
5665,5664,Dual Blades,,60000,308,,Water,270,,,,,15,8.10.12.16.12.4.0 8.10.12.16.12.11.0,,,,,,,,,,,,,2,7,0
5666,5665,Dual Blades,,90000,350,,Water,280,,,,,20,14.6.16.12.8.6.0 14.6.16.12.8.10.3,,,,,,,,,,,,,2,8,0
5667,5666,Dual Blades,,110000,378,,Water,300,,,,,20,12.16.8.12.7.7.0 12.16.8.12.7.11.3,,,,,,,,,,,,,2,9,1
5668,5660,Dual Blades,3900,2600,154,,Ice,100,,,,,0,14.7.11.7.0.0.0 14.7.11.11.3.0.0,,,,,,,,,,,,,1,3,0
5669,5668,Dual Blades,,7150,168,,Ice,120,,,,,0,11.16.9.10.0.0.0 11.16.9.12.6.0.0,,,,,,,,,,,,,2,4,0
5670,5669,Dual Blades,,30000,196,,Ice,220,,,,,0,14.7.11.11.3.0.0 14.7.11.11.11.0.0,,,,,,,,,,,,,2,5,0
5671,5670,Dual Blades,,40000,210,,Ice,240,,,,,0,5.25.5.3.8.0.0 5.25.5.3.16.0.0,,,,,,,,,,,,,3,6,0
5672,5671,Dual Blades,,70000,280,,Ice,270,,,,,0,18.4.6.4.22.0.0 18.4.6.4.24.6.0,,,,,,,,,,,,,3,7,0
5673,5672,Dual Blades,,100000,350,,Ice,300,,,,,0,6.20.12.11.3.10.0 6.20.12.11.3.17.0,,,,,,,,,,,,,3,8,1
5674,5660,Dual Blades,3225,2150,140,,Thunder,80,,,,,0,8.8.18.5.0.0.0 8.8.18.12.0.0.0,,,,,,,,,,,,,0,3,0
5675,5674,Dual Blades,,8900,196,,Thunder,140,,,,,0,10.4.16.9.0.0.0 10.4.16.14.2.0.0,,,,,,,,,,,,,0,4,0
5676,5675,Dual Blades,,30000,210,,Thunder,180,,,,,0,4.9.25.13.3.0.0 4.9.25.13.11.0.0,,,,,,,,,,,,,0,5,0
5677,5676,Dual Blades,,55000,238,,Thunder,240,,,,,0,5.25.5.3.16.0.0 5.25.5.3.22.2.0,10,,,,,,,,,,,,0,6,0
5678,5677,Dual Blades,,90000,308,,Thunder,260,,,,,0,5.10.11.3.15.10.0 5.10.11.3.15.18.0,20,,,,,,,,,,,,0,7,0
5679,5678,Dual Blades,,120000,392,,Thunder,280,,,,,0,5.10.11.3.15.18.0 5.10.11.3.15.23.2,20,,,,,,,,,,,,0,8,1
5680,5676,Dual Blades,,55000,252,,Thunder,300,Dragon,280,,,0,8.6.20.16.4.0.0 8.6.20.16.5.7.0,,,,,,,,,,,,,1,6,0
5681,5680,Dual Blades,,95000,336,,Thunder,310,Dragon,320,,,0,15.9.6.11.8.5.0 15.9.6.11.8.13.0,,,,,,,,,,,,,1,7,0
5682,5681,Dual Blades,,120000,364,,Thunder,330,Dragon,360,,,0,15.3.16.8.13.7.0 15.3.16.8.13.8.6,,,,,,,,,,,,,1,8,0
5683,5639,Dual Blades,2100,1400,140,,,,,,,,0,11.12.6.2.0.0.0 11.12.6.10.0.0.0,,,,,,,,,,,,,0,2,0
5684,5683,Dual Blades,,1750,154,,,,,,,,0,4.4.26.5.0.0.0 4.4.26.12.0.0.0,,,,,,,,,,,,,2,3,0
5685,5684,Dual Blades,,6350,182,,,,,,,,0,1.3.4.31.0.0.0 1.3.4.38.0.0.0,15,,,,,,,,,,,,2,4,0
5686,5685,Dual Blades,,20000,196,,,,,,Poison,180,0,1.3.4.38.0.0.0 1.3.4.40.6.0.0,25,,,,,,,,,,,,3,5,0
5687,5686,Dual Blades,,55000,224,,,,,,Poison,220,0,1.3.4.40.6.0.0 1.3.4.40.11.3.0,35,,,,,,,,,,,,3,6,0
5688,5687,Dual Blades,,60000,308,,,,,,Poison,240,0,9.6.8.18.13.0.0 9.6.8.18.14.7.0,35,,,,,,,,,,,,3,7,0
5689,5688,Dual Blades,,90000,336,,,,,,Poison,280,0,6.20.12.11.3.10.0 6.20.12.11.3.17.0,35,,,,,,,,,,,,3,8,0
5690,5689,Dual Blades,,110000,350,,,,,,Poison,300,0,12.19.10.7.4.10.0 12.19.10.7.4.14.3,35,,,,,,,,,,,,3,9,1
5691,5683,Dual Blades,,2150,140,,Fire,70,,,,,0,13.11.12.3.0.0.0 13.11.12.10.0.0.0,,,,,,,,,,,,,0,3,0
5692,5691,Dual Blades,13350,8900,154,,Fire,190,,,,,0,10.10.6.13.0.0.0 10.10.6.20.0.0.0,,,,,,,,,,,,,0,4,0
5693,5692,Dual Blades,,20000,182,,Fire,240,,,,,0,7.6.19.14.0.0.0 7.6.19.19.3.0.0,,,,,,,,,,,,,0,5,0
5694,5693,Dual Blades,,16000,210,,Blastblight,120,,,,,0,11.19.11.5.0.0.0 11.19.11.6.5.2.0,,,,,,,,,,,,,0,6,0
5695,5694,Dual Blades,,30000,224,,Blastblight,150,,,,,0,14.11.13.6.2.0.0 14.11.13.6.8.2.0,,,,,,,,,,,,,0,7,0
5696,5695,Dual Blades,,55000,238,,Blastblight,200,,,,,0,13.6.18.11.6.0.0 13.6.18.11.9.5.0,,,,,,,,,,,,,2,8,0
5697,5696,Dual Blades,,95000,350,,Blastblight,240,,,,,0,10.7.18.13.10.4.0 10.7.18.13.10.8.3,,,,,,,,,,,,,2,9,0
5698,5697,Dual Blades,,130000,378,,Blastblight,300,,,,,0,18.4.6.4.24.6.0 18.4.6.4.24.8.5,,,,,,,,,,,,,2,10,1
5699,0,Dual Blades,3900,,154,,Water,120,,,,,0,30.2.3.4.0.0.0 30.2.3.11.0.0.0,,,,,,,,,,,,,0,0,0
5700,5699,Dual Blades,,16000,182,,Water,200,,,,,0,30.2.3.11.0.0.0 30.2.3.17.2.0.0,,,,,,,,,,,,,0,1,0
5701,5700,Dual Blades,,30000,196,,Water,250,Sleep,180,,,0,28.4.9.13.0.0.0 28.4.9.13.6.2.0,,,,,,,,,,,,,1,2,0
5702,5701,Dual Blades,,45000,210,,Water,320,Sleep,220,,,0,8.8.18.14.6.0.0 8.8.18.14.9.5.0,,,,,,,,,,,,,1,3,0
5703,5702,Dual Blades,105000,70000,280,,Water,350,Sleep,240,,,0,5.7.16.15.19.0.0 5.7.16.15.21.5.0,,,,,,,,,,,,,1,4,0
5704,5703,Dual Blades,,100000,336,,Water,380,Sleep,300,,,0,11.4.6.25.16.0.0 11.4.6.25.16.4.3,,,,,,,,,,,,,1,5,0
5705,0,Dual Blades,7350,,126,,,,,,,,0,11.3.5.12.0.0.0 11.3.5.20.0.0.0,,,,,,,,,,,,,2,0,0
5706,5705,Dual Blades,,35000,168,,,,,,Fire,400,0,1.3.9.18.0.0.0 1.3.9.26.0.0.0,,,,,,,,,,,,,3,1,0
5707,5706,Dual Blades,,85000,224,,,,,,Fire,460,0,12.4.4.26.8.0.0 12.4.4.26.8.8.0,,,,,,,,,,,,,3,2,0
5708,0,Dual Blades,1650,,112,,Paralysis,150,,,,,0,10.6.8.22.0.0.0 10.6.8.24.6.0.0,,,,,,,,,,,,,2,0,0
5709,5708,Dual Blades,,35000,126,,Paralysis,200,,,,,0,10.6.8.22.0.0.0 10.6.8.24.6.0.0,,,,,,,,,,,,,3,1,0
5710,5709,Dual Blades,,85000,280,,Paralysis,280,,,,,0,17.15.7.9.6.0.0 17.15.7.9.8.6.0,,,,,,,,,,,,,3,2,0
5711,0,Dual Blades,24000,,182,,Dragon,220,,,,,0,10.11.17.8.0.0.0 10.11.17.12.4.0.0,,,,,,,,,,,,,1,0,0
5712,5711,Dual Blades,,40000,224,,Dragon,280,,,,,0,5.9.13.19.0.0.0 5.9.13.19.8.0.0,,,,,,,,,,,,,2,1,0
5713,5712,Dual Blades,,65000,238,,Dragon,320,,,,,0,1.3.9.26.0.0.0 1.3.9.26.4.3.0,,,,,,,,,,,,,3,2,0
5714,5713,Dual Blades,,120000,364,,Dragon,420,,,,,0,5.7.14.16.20.0.0 5.7.14.16.20.7.0,,,,,,,,,,,,,3,3,0
5715,0,Dual Blades,30000,,140,,Thunder,280,,,,,0,4.11.11.3.10.0.0 4.11.11.3.15.2.0,,,,,,,,,,,,,1,0,0
5716,5715,Dual Blades,,70000,168,,Thunder,340,,,,,0,4.11.11.3.15.10.0 4.11.11.3.15.18.0,,,,,,,,,,,,,2,1,0
5717,5716,Dual Blades,,120000,308,,Thunder,440,,,,,0,25.4.9.8.4.12.0 25.4.9.8.4.14.5,,,,,,,,,,,,,2,2,0
5718,0,Dual Blades,66666,,224,,,,,,Dragon,100,0,14.12.12.6.2.0.0 14.12.12.6.8.2.0,5,,,,,,,,,,,,0,0,0
5719,5718,Dual Blades,,70000,238,,,,,,Dragon,150,0,4.10.26.11.1.2.0 4.10.26.11.1.10.0,5,,,,,,,,,,,,0,1,0
5720,5719,Dual Blades,,85000,252,,,,,,Dragon,200,0,11.19.11.7.4.2.0 11.19.11.7.4.10.0,5,,,,,,,,,,,,0,2,0
5721,5720,Dual Blades,,120000,434,,,,,,Dragon,280,0,11.6.7.23.11.4.0 11.6.7.23.11.7.4,10,,,,,,,,,,,,0,3,0
5722,0,Dual Blades,45000,,266,,Fire,280,Poison,150,,,20,6.12.12.16.0.0.0 6.12.12.16.8.0.0,-20,,,,,,,,,,,,1,0,0
5723,5722,Dual Blades,,60000,280,,Fire,320,Poison,170,,,20,8.5.16.15.2.0.0 8.5.16.15.10.0.0,-15,,,,,,,,,,,,1,1,0
5724,5723,Dual Blades,,95000,378,,Fire,360,Poison,190,,,25,11.9.6.24.4.0.0 11.9.6.24.9.3.0,-10,,,,,,,,,,,,1,2,0
5725,5724,Dual Blades,,120000,406,,Fire,410,Poison,210,,,30,16.7.19.12.6.2.0 16.7.19.12.6.9.0,-10,,,,,,,,,,,,1,3,0
5726,0,Dual Blades,39999,,238,,,,,,,,0,31.18.6.8.4.2.0 31.18.6.8.4.2.0,10,,,,,,,,,,,,1,0,0
5727,5726,Dual Blades,,60000,280,,,,,,,,0,31.18.6.7.4.3.0 31.18.6.7.4.3.0,10,,,,,,,,,,,,1,1,0
5728,5727,Dual Blades,,90000,364,,,,,,,,0,31.18.6.7.3.2.2 31.18.6.7.3.2.2,10,,,,,,,,,,,,1,2,0
5729,5728,Dual Blades,,130000,406,,,,,,,,0,31.18.6.5.4.3.2 31.18.6.5.4.3.2,10,,,,,,,,,,,,1,3,0
5730,0,Dual Blades,54999,,224,,Fire,230,,,,,0,9.8.16.14.7.0.0 9.8.16.14.9.6.0,,,,,,,,,,,,,1,0,0
5731,5730,Dual Blades,,60000,280,,Fire,270,,,,,0,10.15.0.24.7.0.0 10.15.0.24.8.7.0,,,,,,,,,,,,,1,1,0
5732,5731,Dual Blades,,70000,308,,Fire,330,,,,,0,17.9.3.11.10.4.0 17.9.3.11.10.12.0,,,,,,,,,,,,,2,2,0
5733,5732,Dual Blades,,110000,336,,Fire,380,,,,,0,18.4.6.4.24.6.0 18.4.6.4.24.8.5,,,,,,,,,,,,,2,3,0
5734,0,Dual Blades,75000,,294,,,,,,Paralysis,60,30,10.4.7.25.8.0.0 10.4.7.25.16.0.0,-15,,,,,,,,,,,,3,0,0
5735,5734,Dual Blades,,90000,322,,,,,,Paralysis,80,40,10.4.7.25.8.0.0 10.4.7.25.16.0.0,-15,,,,,,,,,,,,3,1,0
5736,5735,Dual Blades,,100000,378,,,,,,Paralysis,100,40,12.3.5.26.8.0.0 12.3.5.26.8.8.0,-15,,,,,,,,,,,,3,2,0
5737,5736,Dual Blades,,120000,434,,,,,,Paralysis,140,40,16.8.6.12.6.6.0 16.8.6.12.6.14.0,-10,,,,,,,,,,,,3,3,0
5738,5737,Dual Blades,,130000,448,,,,,,Paralysis,160,40,6.20.12.11.3.10.0 6.20.12.11.3.17.0,-10,,,,,,,,,,,,3,4,0
5739,0,Dual Blades,75000,,196,,Ice,400,Paralysis,220,,,0,1.3.9.26.4.11.0 1.3.9.26.4.19.0,,,,,,,,,,,,,1,0,0
5740,5739,Dual Blades,,120000,266,,Ice,440,Paralysis,260,,,0,23.1.4.22.3.9.7 23.1.4.22.3.9.7,,,,,,,,,,,,,1,1,0
5741,0,Dual Blades,99999,,322,,,,,,,,0,6.5.21.7.0.0.0 6.5.21.14.0.0.0,30,,,,,,,,,,,,0,0,0
5742,5741,Dual Blades,,130000,476,,,,,,,,0,18.4.5.5.7.0.0 18.4.5.5.14.0.0,40,,,,,,,,,,,,0,1,0
5743,0,Dual Blades,39999,,378,,Ice,90,,,,,20,27.3.9.7.0.0.0 27.3.9.11.4.0.0,-30,,,,,,,,,,,,1,0,0
5744,5743,Dual Blades,,120000,518,,Ice,120,,,,,20,28.3.9.10.4.0.0 28.3.9.10.8.4.0,-30,,,,,,,,,,,,1,1,0
5745,0,Dual Blades,105000,,224,,Dragon,280,Blastblight,220,,,0,10.11.17.13.3.0.0 10.11.17.13.6.2.3,,,,,,,,,,,,,3,0,0
5746,5745,Dual Blades,,120000,392,,Dragon,350,Blastblight,300,,,0,11.11.16.20.4.0.0 11.11.16.20.4.2.5,,,,,,,,,,,,,3,1,0
5747,5746,Dual Blades,,166666,420,,Dragon,370,Blastblight,310,,,0,11.11.16.20.4.0.0 11.11.16.20.4.2.5,,,,,,,,,,,,,3,2,0
5748,0,Dual Blades,112500,,378,,,,,,,,0,5.3.25.19.2.0.0 5.3.25.19.10.0.0,-10,,,,,,,,,,,,1,0,0
5749,5748,Dual Blades,,95000,406,,,,,,,,0,30.2.3.17.2.0.0 30.2.3.17.7.3.0,-20,,,,,,,,,,,,1,1,0
5750,5749,Dual Blades,,120000,448,,,,,,,,0,18.5.15.21.3.0.0 18.5.15.21.5.1.4,-20,,,,,,,,,,,,1,2,0
5751,0,Dual Blades,120000,,420,,Dragon,60,,,,,0,5.4.26.12.6.9.0 5.4.26.12.6.12.4,-25/15,,,,,,,,,,,,2,0,0
5752,0,Dual Blades,168750,,420,,Thunder,290,,,,,0,11.6.7.23.11.4.0 11.6.7.23.11.7.4,-20,,,,,,,,,,,,1,0,0
5753,5752,Dual Blades,,120000,434,,Thunder,330,,,,,0,14.6.16.11.9.6.0 14.6.16.11.9.9.4,-15,,,,,,,,,,,,1,1,0
5754,0,Dual Blades,129999,,448,,Ice,150,Blastblight,150,,,0,14.4.6.12.23.5.5 14.4.6.12.23.5.5,-40,,,,,,,,,,,,0,0,0
5755,0,Dual Blades,120000,,406,,Sleep,70,,,,,0,12.8.7.25.6.11.0 12.8.7.25.6.11.0,-10,,,,,,,,,,,,0,0,0
5756,5755,Dual Blades,,130000,434,,Sleep,100,,,,,0,18.18.3.3.14.10.3 18.18.3.3.14.10.3,-10,,,,,,,,,,,,0,1,0
5757,0,Dual Blades,166665,,406,,Thunder,360,Dragon,410,,,0,30.16.8.4.1.3.0 30.16.8.4.1.3.7,,,,,,,,,,,,,0,0,0
5758,0,Dual Blades,0,,98,,,,,,,,0,27.4.0.0.0.0.0 27.4.8.0.0.0.0,-30,,,,,,,,,,,,0,0,0
5759,5758,Dual Blades,,5000,112,,,,,,,,0,24.7.0.0.0.0.0 24.7.6.2.0.0.0,-20,,,,,,,,,,,,0,1,0
5760,5759,Dual Blades,,55555,126,,Dragon,420,,,,,0,1.3.9.26.4.3.0 1.3.9.26.4.11.0,,,,,,,,,,,,,2,2,0
5761,5760,Dual Blades,,60000,182,,Dragon,450,,,,,0,15.9.7.11.6.6.0 15.9.7.11.6.14.0,,,,,,,,,,,,,2,3,0
5762,5761,Dual Blades,,100000,210,,Dragon,550,,,,,0,2.3.9.24.5.11.0 2.3.9.24.5.19.0,,,,,,,,,,,,,2,4,1
5763,5759,Dual Blades,,70000,196,,Ice,400,Blastblight,160,,,0,4.10.12.3.10.0.0 4.10.12.3.15.2.0,5,,,,,,,,,,,,1,2,0
5764,5763,Dual Blades,,80000,210,,Ice,450,Blastblight,180,,,0,4.10.12.3.15.2.0 4.10.12.3.15.10.0,10,,,,,,,,,,,,1,3,0
5765,5764,Dual Blades,,120000,350,,Ice,490,Blastblight,220,,,0,16.2.16.8.13.7.0 16.2.16.8.13.8.6,10,,,,,,,,,,,,1,4,0
5766,0,Dual Blades,30000,,196,,,,,,Fire,100,0,14.11.13.6.2.0.0 14.11.13.6.8.2.0,,,,,,,,,,,,,0,0,0
5767,5766,Dual Blades,,45000,238,,,,,,Fire,180,0,4.10.26.11.1.2.0 4.10.26.11.1.10.0,,,,,,,,,,,,,1,1,0
5768,0,Dual Blades,75000,,210,,Fire,180,Blastblight,400,,,0,5.25.5.3.16.0.0 5.25.5.3.22.2.0,5,,,,,,,,,,,,0,0,0
5769,0,Dual Blades,75000,,322,,,,,,Fire,120,0,4.9.25.12.4.0.0 4.9.25.12.12.0.0,-30,,,,,,,,,,,,1,0,0
5770,0,Dual Blades,82500,,336,,Paralysis,80,,,,,0,16.2.6.2.5.0.0 16.2.6.2.13.0.0,,,,,,,,,,,,,0,0,0
5771,5770,Dual Blades,,90000,378,,Paralysis,110,,,,,0,16.2.6.2.13.0.0 16.2.6.2.20.0.0,,,,,,,,,,,,,0,1,0
5772,5771,Dual Blades,,120000,420,,Paralysis,220,,,,,0,16.2.6.2.20.0.0 16.2.6.2.28.0.0,,,,,,,,,,,,,0,2,0
5773,0,Dual Blades,120000,,406,,,,,,,,0,11.5.5.25.8.0.0 11.5.5.25.16.0.0,45,,,,,,,,,,,,0,0,0
5774,0,Dual Blades,90000,,364,,,,,,Blastblight,250,0,20.9.6.8.11.8.0 20.9.6.8.11.10.5,20,,,,,,,,,,,,3,0,0
5775,0,Hammer,750,,312,,,,,,,,0,22.4.4.0.0.0.0 22.4.12.0.0.0.0,,,,,,,,,,,,,0,0,0
5776,5775,Hammer,,650,364,,,,,,,,0,13.11.6.0.0.0.0 13.11.12.2.0.0.0,,,,,,,,,,,,,0,1,0
5777,5776,Hammer,850,,416,,,,,,,,0,8.5.15.2.0.0.0 8.5.15.10.0.0.0,,,,,,,,,,,,,0,2,0
5778,5777,Hammer,1650,1100,468,,,,,,,,0,5.7.14.4.0.0.0 5.7.14.12.0.0.0,,,,,,,,,,,,,0,3,0
5779,5778,Hammer,1750,,520,,,,,,,,0,11.11.7.9.0.0.0 11.11.7.17.0.0.0,,,,,,,,,,,,,0,4,0
5780,5779,Hammer,,5600,624,,,,,,,,0,10.9.7.12.0.0.0 10.9.7.20.0.0.0,,,,,,,,,,,,,0,5,0
5781,5780,Hammer,30000,20000,780,,,,,,,,0,10.6.8.14.0.0.0 10.6.8.22.0.0.0,-15,,,,,,,,,,,,1,6,0
5782,5781,Hammer,,30000,936,,,,,,,,0,8.6.9.15.0.0.0 8.6.9.23.0.0.0,-20,,,,,,,,,,,,1,7,0
5783,5782,Hammer,,40000,1092,,,,,,Thunder,450,0,14.7.11.6.0.0.0 14.7.11.11.3.0.0,-30,,,,,,,,,,,,1,8,0
5784,5783,Hammer,,60000,1248,,,,,,Thunder,470,0,12.3.9.22.8.0.0 12.3.9.22.16.0.0,-30,,,,,,,,,,,,1,9,0
5785,5784,Hammer,,110000,1508,,,,,,Thunder,500,0,12.3.9.22.16.0.0 12.3.9.22.18.3.2,-30,,,,,,,,,,,,1,10,1
5786,5780,Hammer,,20000,728,,Ice,100,,,,,0,10.5.16.13.2.0.0 10.5.16.13.10.0.0,,,,,,,,,,,,,1,6,0
5787,5786,Hammer,,35000,780,,Ice,160,,,,,0,4.9.26.12.3.0.0 4.9.26.12.11.0.0,,,,,,,,,,,,,3,7,0
5788,5787,Hammer,90000,60000,1092,,Ice,210,,,,,0,14.10.12.12.6.0.0 14.10.12.12.10.4.0,,,,,,,,,,,,,3,8,0
5789,5788,Hammer,,100000,1352,,Ice,280,,,,,0,12.8.7.25.6.4.0 12.8.7.25.6.11.0,,,,,,,,,,,,,3,9,1
5790,5779,Hammer,,6350,572,,Fire,150,,,,,0,4.4.26.4.0.0.0 4.4.26.12.0.0.0,,,,,,,,,,,,,1,5,0
5791,5790,Hammer,,20000,676,,Fire,180,,,,,0,4.4.26.12.0.0.0 4.4.26.18.2.0.0,,,,,,,,,,,,,2,6,0
5792,5791,Hammer,,30000,728,,Fire,200,,,,,0,7.11.13.15.0.0.0 7.11.13.15.8.0.0,,,,,,,,,,,,,2,7,0
5793,5792,Hammer,,40000,832,,Fire,240,,,,,0,7.11.13.15.8.0.0 7.11.13.15.12.4.0,,,,,,,,,,,,,2,8,0
5794,5793,Hammer,105000,70000,1196,,Fire,270,,,,,0,17.9.12.6.8.2.0 17.9.12.6.8.10.0,,,,,,,,,,,,,2,9,0
5795,5794,Hammer,,100000,1352,,Fire,320,,,,,0,6.9.12.19.14.2.0 6.9.12.19.14.6.3,,,,,,,,,,,,,2,10,1
5796,5778,Hammer,,3100,572,,Thunder,250,,,,,0,10.6.8.6.0.0.0 10.6.8.14.0.0.0,,,,,,,,,,,,,0,4,0
5797,5796,Hammer,,7150,624,,Thunder,350,,,,,0,5.10.12.11.0.0.0 5.10.12.19.0.0.0,,,,,,,,,,,,,1,5,0
5798,5797,Hammer,,30000,676,,Thunder,480,,,,,0,8.7.19.12.0.0.0 8.7.19.15.5.0.0,,,,,,,,,,,,,2,6,0
5799,5798,Hammer,,45000,780,,Thunder,680,,,,,0,4.9.25.13.3.0.0 4.9.25.13.11.0.0,,,,,,,,,,,,,2,7,0
5800,5799,Hammer,97500,65000,1144,,Thunder,700,,,,,0,5.4.26.12.7.0.0 5.4.26.12.7.8.0,,,,,,,,,,,,,2,8,0
5801,5800,Hammer,,100000,1248,,Thunder,720,,,,,0,12.8.8.14.16.4.0 12.8.8.14.16.11.0,,,,,,,,,,,,,2,9,0
5802,5778,Hammer,,2600,572,,Sleep,100,,,,,0,1.3.10.16.0.0.0 1.3.10.24.0.0.0,5,,,,,,,,,,,,0,4,0
5803,5802,Hammer,,7150,624,,Sleep,140,,,,,0,1.3.5.21.0.0.0 1.3.5.29.0.0.0,5,,,,,,,,,,,,0,5,0
5804,5803,Hammer,,20000,676,,Sleep,220,,,,,0,1.3.10.24.0.0.0 1.3.10.24.4.4.0,10,,,,,,,,,,,,1,6,0
5805,5804,Hammer,,40000,728,,Sleep,260,,,,,0,1.3.10.24.4.4.0 1.3.10.24.4.12.0,25,,,,,,,,,,,,1,7,0
5806,5805,Hammer,105000,70000,988,,Sleep,280,,,,,0,23.7.8.8.9.7.0 23.7.8.8.9.14.0,25,,,,,,,,,,,,1,8,0
5807,5806,Hammer,,90000,1144,,Sleep,300,,,,,0,6.19.13.10.4.10.0 6.19.13.10.4.17.0,30,,,,,,,,,,,,1,9,0
5808,5807,Hammer,,120000,1248,,Sleep,330,,,,,0,2.2.10.24.5.19.0 2.2.10.24.5.20.6,35,,,,,,,,,,,,1,10,1
5809,5802,Hammer,13350,8900,728,,Thunder,80,,,,,0,7.6.19.6.0.0.0 7.6.19.14.0.0.0,,,,,,,,,,,,,0,5,0
5810,5809,Hammer,,30000,780,,Thunder,140,,,,,0,27.3.10.11.3.0.0 27.3.10.11.7.4.0,,,,,,,,,,,,,0,6,0
5811,5810,Hammer,,55000,884,,Dragon,360,,,,,0,13.7.17.11.6.0.0 13.7.17.11.9.5.0,,,,,,,,,,,,,1,7,0
5812,5811,Hammer,,95000,1404,,Dragon,400,,,,,0,10.7.18.14.9.4.0 10.7.18.14.9.9.2,,,,,,,,,,,,,1,8,0
5813,5812,Hammer,,120000,1404,,Dragon,440,,,,,0,23.1.4.22.4.8.0 23.1.4.22.4.9.6,,,,,,,,,,,,,1,9,1
5814,5810,Hammer,,70000,988,,Thunder,150,,,,,0,15.14.11.6.8.0.0 15.14.11.6.11.5.0,-20,,,,,,,,,,,,0,7,0
5815,5814,Hammer,,85000,1040,,Thunder,280,,,,,0,2.8.27.9.8.0.0 2.8.27.9.9.7.0,-15,,,,,,,,,,,,0,8,0
